product_id,product_name,brand,gender,recommended_age_group,category,subcategory,occasion,style,style_mood,primary_color,secondary_color,season,fabric,fit,sleeve_type,neckline,pattern,embellishment,recommended_body_type,size_options,mrp_inr,discount_percent,final_price_inr,budget_segment,rating,rating_count,stock_qty,return_rate,popularity_score,trend_score,sustainable,bestseller,material_care,search_tags,image_url,product_description
3975,VivaStyle Green Oversized Tee,VivaStyle,Men,Teen,T-Shirts,Oversized Tee,Gym,Casual,Minimal,Green,Pink,Summer,Cotton Blend,Regular,Sleeveless,Round Neck,Striped,Sequins,Curvy,"S,M,L,XL",1030,10,930,Low,3.7,58,93,0.1,82,78,No,No,Hand Wash,"casual,cotton_blend,green,gym,men,oversized_tee,t-shirts,teen",https://example.com/images/3975.jpg,premium finish with modern silhouette; ideal for gym wear with a casual aesthetic. Made in cotton blend with striped finish.
3979,Eshine Lavender Oversized Tee,Eshine,Men,Adult,T-Shirts,Oversized Tee,Casual,Minimal,Minimal,Lavender,Green,All Season,Cotton,Regular,Long Sleeve,Collar Neck,Solid,Buttons,Curvy,"S,M,L,XL",1030,20,820,Low,3.7,542,35,0.09,100,95,Yes,Yes,Hand Wash,"adult,casual,cotton,lavender,men,minimal,oversized_tee,t-shirts",https://example.com/images/3979.jpg,premium finish with modern silhouette; ideal for casual wear with a minimal aesthetic. Made in cotton with solid finish.
3574,VivaStyle Beige Polo T-Shirt,VivaStyle,Men,Adult,T-Shirts,Polo T-Shirt,College,Streetwear,Edgy,Beige,Grey,Spring,Cotton Blend,Relaxed,Short Sleeve,Henley Neck,Colorblock,None,Plus Size,"S,M,L,XL",1950,5,1850,Medium,3.8,1991,31,0.09,100,100,Yes,No,Hand Wash,"adult,beige,college,cotton_blend,men,polo_t-shirt,streetwear,t-shirts",https://example.com/images/3574.jpg,elevated everyday essential; ideal for college wear with a streetwear aesthetic. Made in cotton blend with colorblock finish.
3576,UrbanWeave Teal Polo T-Shirt,UrbanWeave,Men,Adult,T-Shirts,Polo T-Shirt,Vacation,Streetwear,Playful,Teal,Beige,Winter,Cotton Blend,Slim,Sleeveless,Round Neck,Graphic Print,Patchwork,Slim,"28,30,32,34,36",1340,5,1270,Medium,3.8,1779,157,0.06,100,100,No,No,Dry Clean,"adult,cotton_blend,men,polo_t-shirt,streetwear,t-shirts,teal,vacation",https://example.com/images/3576.jpg,trend-led wardrobe staple; ideal for vacation wear with a streetwear aesthetic. Made in cotton blend with graphic print finish.
3577,RootedHue Navy Polo T-Shirt,RootedHue,Men,Young Adult,T-Shirts,Polo T-Shirt,Gym,Casual,Minimal,Navy,Pink,Spring,Polyester,Regular,Short Sleeve,Henley Neck,Striped,Patchwork,Regular,"M,L,XL,XXL",630,10,570,Low,3.8,587,26,0.11,100,93,Yes,No,Machine Wash,"casual,gym,men,navy,polo_t-shirt,polyester,t-shirts,young_adult",https://example.com/images/3577.jpg,fashion-forward look with versatile styling; ideal for gym wear with a casual aesthetic. Made in polyester with striped finish.
3579,VivaStyle Red Polo T-Shirt,VivaStyle,Men,Teen,T-Shirts,Polo T-Shirt,Casual,Casual,Edgy,Red,Grey,Winter,Polyester,Regular,Short Sleeve,Round Neck,Solid,Embroidery,Athletic,"M,L,XL,XXL",1950,35,1270,Medium,4.1,607,180,0.08,100,100,No,Yes,Gentle Wash,"casual,men,polo_t-shirt,polyester,red,t-shirts,teen",https://example.com/images/3579.jpg,easy-to-style seasonal pick; ideal for casual wear with a casual aesthetic. Made in polyester with solid finish.
3581,Eshine Mustard Polo T-Shirt,Eshine,Men,Young Adult,T-Shirts,Polo T-Shirt,Vacation,Minimal,Edgy,Mustard,Beige,Summer,Cotton,Oversized,Short Sleeve,Round Neck,Colorblock,Frill,Slim,"S,M,L,XL",940,10,850,Low,4.4,572,129,0.06,100,97,No,Yes,Machine Wash,"cotton,men,minimal,mustard,polo_t-shirt,t-shirts,vacation,young_adult",https://example.com/images/3581.jpg,comfortable fit with refined detailing; ideal for vacation wear with a minimal aesthetic. Made in cotton with colorblock finish.
3584,CityDrift Lavender Polo T-Shirt,CityDrift,Men,Teen,T-Shirts,Polo T-Shirt,Gym,Minimal,Elegant,Lavender,Green,Spring,Polyester,Relaxed,Sleeveless,Round Neck,Graphic Print,None,Athletic,"28,30,32,34,36",1840,10,1660,Medium,4.2,2128,57,0.1,100,100,No,No,Hand Wash,"gym,lavender,men,minimal,polo_t-shirt,polyester,t-shirts,teen",https://example.com/images/3584.jpg,comfortable fit with refined detailing; ideal for gym wear with a minimal aesthetic. Made in polyester with graphic print finish.
3593,FableFit Navy Polo T-Shirt,FableFit,Men,Adult,T-Shirts,Polo T-Shirt,Gym,Minimal,Vintage,Navy,Black,Summer,Cotton,Regular,Sleeveless,Collar Neck,Striped,Buttons,Curvy,"S,M,L,XL",760,25,570,Low,3.7,1418,149,0.16,100,100,Yes,No,Dry Clean,"adult,cotton,gym,men,minimal,navy,polo_t-shirt,t-shirts",https://example.com/images/3593.jpg,occasion-ready statement piece; ideal for gym wear with a minimal aesthetic. Made in cotton with striped finish.
3609,RootedHue Brown Polo T-Shirt,RootedHue,Men,Young Adult,T-Shirts,Polo T-Shirt,Gym,Streetwear,Minimal,Brown,Blue,Winter,Polyester,Relaxed,Short Sleeve,Henley Neck,Striped,Lace,Curvy,"28,30,32,34,36",1800,20,1440,Medium,4.2,1443,147,0.14,100,96,Yes,No,Machine Wash,"brown,gym,men,polo_t-shirt,polyester,streetwear,t-shirts,young_adult",https://example.com/images/3609.jpg,trend-led wardrobe staple; ideal for gym wear with a streetwear aesthetic. Made in polyester with striped finish.
3619,RootedHue Brown Polo T-Shirt,RootedHue,Men,Adult,T-Shirts,Polo T-Shirt,College,Streetwear,Contemporary,Brown,Gold,Summer,Cotton Blend,Oversized,Sleeveless,Round Neck,Graphic Print,Ruffles,Curvy,"28,30,32,34,36",950,15,810,Low,4.6,1207,133,0.08,100,100,No,No,Gentle Wash,"adult,brown,college,cotton_blend,men,polo_t-shirt,streetwear,t-shirts",https://example.com/images/3619.jpg,easy-to-style seasonal pick; ideal for college wear with a streetwear aesthetic. Made in cotton blend with graphic print finish.
3624,Eshine Black Polo T-Shirt,Eshine,Men,Adult,T-Shirts,Polo T-Shirt,Gym,Minimal,Classic,Black,Blue,Spring,Polyester,Regular,Long Sleeve,Collar Neck,Solid,Frill,Plus Size,"S,M,L",2000,30,1400,Medium,4.6,1457,170,0.12,100,100,Yes,No,Gentle Wash,"adult,black,gym,men,minimal,polo_t-shirt,polyester,t-shirts",https://example.com/images/3624.jpg,trend-led wardrobe staple; ideal for gym wear with a minimal aesthetic. Made in polyester with solid finish.
3625,CityDrift Mustard Polo T-Shirt,CityDrift,Men,Adult,T-Shirts,Polo T-Shirt,College,Streetwear,Statement,Mustard,None,Summer,Cotton,Regular,Long Sleeve,Henley Neck,Striped,Sequins,Slim,"M,L,XL,XXL",1890,5,1800,Medium,3.6,2096,8,0.19,100,91,Yes,No,Dry Clean,"adult,college,cotton,men,mustard,polo_t-shirt,streetwear,t-shirts",https://example.com/images/3625.jpg,occasion-ready statement piece; ideal for college wear with a streetwear aesthetic. Made in cotton with striped finish.
3627,VivaStyle Mustard Polo T-Shirt,VivaStyle,Men,Young Adult,T-Shirts,Polo T-Shirt,Gym,Casual,Vintage,Mustard,Green,Autumn,Cotton,Oversized,Short Sleeve,Round Neck,Solid,Lace,Slim,"M,L,XL,XXL",530,20,420,Low,4.5,1557,171,0.17,100,93,Yes,No,Machine Wash,"casual,cotton,gym,men,mustard,polo_t-shirt,t-shirts,young_adult",https://example.com/images/3627.jpg,comfortable fit with refined detailing; ideal for gym wear with a casual aesthetic. Made in cotton with solid finish.
3629,ThreadAura Green Polo T-Shirt,ThreadAura,Men,Adult,T-Shirts,Polo T-Shirt,College,Minimal,Elegant,Green,Grey,Autumn,Polyester,Slim,Long Sleeve,Henley Neck,Striped,Embroidery,Slim,"28,30,32,34,36",520,5,490,Low,4.4,2062,141,0.15,100,95,No,No,Hand Wash,"adult,college,green,men,minimal,polo_t-shirt,polyester,t-shirts",https://example.com/images/3629.jpg,trend-led wardrobe staple; ideal for college wear with a minimal aesthetic. Made in polyester with striped finish.
3640,MintMode Maroon Polo T-Shirt,MintMode,Men,Young Adult,T-Shirts,Polo T-Shirt,Travel,Minimal,Minimal,Maroon,Blue,Winter,Polyester,Relaxed,Long Sleeve,Round Neck,Graphic Print,Buttons,Curvy,"S,M,L,XL",470,30,330,Low,4.4,321,36,0.14,100,100,Yes,No,Gentle Wash,"maroon,men,minimal,polo_t-shirt,polyester,t-shirts,travel,young_adult",https://example.com/images/3640.jpg,easy-to-style seasonal pick; ideal for travel wear with a minimal aesthetic. Made in polyester with graphic print finish.
3642,VivaStyle Navy Polo T-Shirt,VivaStyle,Men,Young Adult,T-Shirts,Polo T-Shirt,College,Minimal,Minimal,Navy,Silver,Monsoon,Cotton,Oversized,Sleeveless,Round Neck,Graphic Print,Embroidery,Plus Size,"M,L,XL,XXL",1530,40,920,Low,4.3,872,119,0.19,100,100,No,No,Gentle Wash,"college,cotton,men,minimal,navy,polo_t-shirt,t-shirts,young_adult",https://example.com/images/3642.jpg,easy-to-style seasonal pick; ideal for college wear with a minimal aesthetic. Made in cotton with graphic print finish.
3648,Eshine Green Polo T-Shirt,Eshine,Men,Young Adult,T-Shirts,Polo T-Shirt,Travel,Streetwear,Statement,Green,Pink,Autumn,Polyester,Regular,Long Sleeve,Round Neck,Solid,Buttons,Plus Size,"M,L,XL,XXL",950,25,710,Low,4.1,931,155,0.1,100,100,Yes,No,Dry Clean,"green,men,polo_t-shirt,polyester,streetwear,t-shirts,travel,young_adult",https://example.com/images/3648.jpg,occasion-ready statement piece; ideal for travel wear with a streetwear aesthetic. Made in polyester with solid finish.
3656,UrbanWeave Orange Polo T-Shirt,UrbanWeave,Men,Adult,T-Shirts,Polo T-Shirt,Casual,Casual,Minimal,Orange,Black,Monsoon,Polyester,Regular,Short Sleeve,Collar Neck,Striped,Frill,Slim,"S,M,L,XL",830,0,830,Low,4.7,511,157,0.08,100,91,Yes,Yes,Dry Clean,"adult,casual,men,orange,polo_t-shirt,polyester,t-shirts",https://example.com/images/3656.jpg,comfortable fit with refined detailing; ideal for casual wear with a casual aesthetic. Made in polyester with striped finish.
3660,UrbanWeave Green Polo T-Shirt,UrbanWeave,Men,Adult,T-Shirts,Polo T-Shirt,Gym,Streetwear,Vintage,Green,White,All Season,Cotton Blend,Regular,Long Sleeve,Henley Neck,Colorblock,Ruffles,Athletic,"M,L,XL,XXL",520,30,360,Low,4.3,2159,78,0.07,100,90,Yes,Yes,Dry Clean,"adult,cotton_blend,green,gym,men,polo_t-shirt,streetwear,t-shirts",https://example.com/images/3660.jpg,lightweight and breathable design; ideal for gym wear with a streetwear aesthetic. Made in cotton blend with colorblock finish.
3662,RootedHue Beige Polo T-Shirt,RootedHue,Men,Young Adult,T-Shirts,Polo T-Shirt,Gym,Streetwear,Statement,Beige,White,All Season,Cotton,Slim,Long Sleeve,Henley Neck,Colorblock,Lace,Plus Size,"S,M,L,XL",1370,20,1100,Medium,4.0,1853,86,0.15,100,100,No,Yes,Machine Wash,"beige,cotton,gym,men,polo_t-shirt,streetwear,t-shirts,young_adult",https://example.com/images/3662.jpg,elevated everyday essential; ideal for gym wear with a streetwear aesthetic. Made in cotton with colorblock finish.
3664,LuxeLane Blue Polo T-Shirt,LuxeLane,Men,Young Adult,T-Shirts,Polo T-Shirt,Gym,Sporty,Statement,Blue,Grey,Winter,Cotton Blend,Oversized,Sleeveless,Henley Neck,Graphic Print,None,Plus Size,"S,M,L",1340,20,1070,Medium,4.8,1074,78,0.09,100,100,Yes,Yes,Gentle Wash,"blue,cotton_blend,gym,men,polo_t-shirt,sporty,t-shirts,young_adult",https://example.com/images/3664.jpg,elevated everyday essential; ideal for gym wear with a sporty aesthetic. Made in cotton blend with graphic print finish.
3672,Eshine Brown Polo T-Shirt,Eshine,Men,Adult,T-Shirts,Polo T-Shirt,Vacation,Minimal,Playful,Brown,None,Summer,Cotton Blend,Oversized,Long Sleeve,Collar Neck,Graphic Print,Frill,Athletic,"S,M,L,XL",870,25,650,Low,4.2,1858,139,0.08,100,92,No,Yes,Machine Wash,"adult,brown,cotton_blend,men,minimal,polo_t-shirt,t-shirts,vacation",https://example.com/images/3672.jpg,comfortable fit with refined detailing; ideal for vacation wear with a minimal aesthetic. Made in cotton blend with graphic print finish.
3673,MintMode Teal Polo T-Shirt,MintMode,Men,Teen,T-Shirts,Polo T-Shirt,Casual,Streetwear,Edgy,Teal,None,Autumn,Polyester,Oversized,Sleeveless,Collar Neck,Striped,Sequins,Curvy,"28,30,32,34,36",650,5,620,Low,4.0,1171,154,0.13,100,96,No,No,Machine Wash,"casual,men,polo_t-shirt,polyester,streetwear,t-shirts,teal,teen",https://example.com/images/3673.jpg,comfortable fit with refined detailing; ideal for casual wear with a streetwear aesthetic. Made in polyester with striped finish.
3678,VivaStyle Turquoise Polo T-Shirt,VivaStyle,Men,Teen,T-Shirts,Polo T-Shirt,Vacation,Sporty,Classic,Turquoise,Grey,Summer,Cotton Blend,Relaxed,Sleeveless,Henley Neck,Striped,Patchwork,Slim,"S,M,L",1410,10,1270,Medium,4.3,270,143,0.15,100,100,No,No,Dry Clean,"cotton_blend,men,polo_t-shirt,sporty,t-shirts,teen,turquoise,vacation",https://example.com/images/3678.jpg,premium finish with modern silhouette; ideal for vacation wear with a sporty aesthetic. Made in cotton blend with striped finish.
3685,Velora Red Polo T-Shirt,Velora,Men,Young Adult,T-Shirts,Polo T-Shirt,College,Casual,Elegant,Red,Pink,Summer,Cotton Blend,Oversized,Short Sleeve,Round Neck,Solid,Embroidery,Curvy,"M,L,XL,XXL",1000,40,600,Low,4.7,726,42,0.07,100,90,No,No,Gentle Wash,"casual,college,cotton_blend,men,polo_t-shirt,red,t-shirts,young_adult",https://example.com/images/3685.jpg,elevated everyday essential; ideal for college wear with a casual aesthetic. Made in cotton blend with solid finish.
3686,Velora Mustard Polo T-Shirt,Velora,Men,Adult,T-Shirts,Polo T-Shirt,Gym,Streetwear,Playful,Mustard,None,Winter,Cotton Blend,Regular,Sleeveless,Collar Neck,Solid,Sequins,Regular,"M,L,XL,XXL",1920,15,1630,Medium,4.3,1064,92,0.11,100,100,No,Yes,Hand Wash,"adult,cotton_blend,gym,men,mustard,polo_t-shirt,streetwear,t-shirts",https://example.com/images/3686.jpg,fashion-forward look with versatile styling; ideal for gym wear with a streetwear aesthetic. Made in cotton blend with solid finish.
3688,ThreadAura Blue Polo T-Shirt,ThreadAura,Men,Adult,T-Shirts,Polo T-Shirt,Vacation,Streetwear,Vintage,Blue,Green,All Season,Cotton,Regular,Long Sleeve,Collar Neck,Graphic Print,Ruffles,Plus Size,"S,M,L,XL",640,10,580,Low,4.4,1274,171,0.09,100,100,No,Yes,Hand Wash,"adult,blue,cotton,men,polo_t-shirt,streetwear,t-shirts,vacation",https://example.com/images/3688.jpg,lightweight and breathable design; ideal for vacation wear with a streetwear aesthetic. Made in cotton with graphic print finish.
3690,NovaNest Mustard Polo T-Shirt,NovaNest,Men,Teen,T-Shirts,Polo T-Shirt,College,Sporty,Vintage,Mustard,Gold,Winter,Cotton Blend,Oversized,Short Sleeve,Round Neck,Colorblock,Sequins,Plus Size,"28,30,32,34,36",1850,0,1850,Medium,4.5,1238,170,0.09,100,93,No,No,Gentle Wash,"college,cotton_blend,men,mustard,polo_t-shirt,sporty,t-shirts,teen",https://example.com/images/3690.jpg,elevated everyday essential; ideal for college wear with a sporty aesthetic. Made in cotton blend with colorblock finish.
3692,Eshine Green Polo T-Shirt,Eshine,Men,Young Adult,T-Shirts,Polo T-Shirt,Vacation,Streetwear,Minimal,Green,None,Summer,Polyester,Slim,Sleeveless,Round Neck,Striped,Frill,Slim,"S,M,L,XL",450,5,430,Low,4.7,1411,5,0.05,100,100,No,No,Gentle Wash,"green,men,polo_t-shirt,polyester,streetwear,t-shirts,vacation,young_adult",https://example.com/images/3692.jpg,fashion-forward look with versatile styling; ideal for vacation wear with a streetwear aesthetic. Made in polyester with striped finish.
3700,VivaStyle Red Polo T-Shirt,VivaStyle,Men,Young Adult,T-Shirts,Polo T-Shirt,Vacation,Minimal,Elegant,Red,Silver,Monsoon,Cotton,Slim,Sleeveless,Collar Neck,Colorblock,Patchwork,Plus Size,"M,L,XL,XXL",720,25,540,Low,4.3,1241,146,0.06,100,100,No,No,Gentle Wash,"cotton,men,minimal,polo_t-shirt,red,t-shirts,vacation,young_adult",https://example.com/images/3700.jpg,trend-led wardrobe staple; ideal for vacation wear with a minimal aesthetic. Made in cotton with colorblock finish.
3701,FableFit Teal Polo T-Shirt,FableFit,Men,Adult,T-Shirts,Polo T-Shirt,Gym,Sporty,Statement,Teal,Blue,Summer,Polyester,Relaxed,Long Sleeve,Round Neck,Graphic Print,Buttons,Slim,"28,30,32,34,36",1610,20,1290,Medium,4.0,1423,115,0.12,100,100,No,No,Hand Wash,"adult,gym,men,polo_t-shirt,polyester,sporty,t-shirts,teal",https://example.com/images/3701.jpg,occasion-ready statement piece; ideal for gym wear with a sporty aesthetic. Made in polyester with graphic print finish.
3705,CityDrift Brown Polo T-Shirt,CityDrift,Men,Teen,T-Shirts,Polo T-Shirt,Gym,Sporty,Playful,Brown,Blue,Monsoon,Cotton,Regular,Sleeveless,Round Neck,Colorblock,Patchwork,Slim,"S,M,L",1330,10,1200,Medium,4.5,1393,178,0.12,100,94,No,No,Machine Wash,"brown,cotton,gym,men,polo_t-shirt,sporty,t-shirts,teen",https://example.com/images/3705.jpg,lightweight and breathable design; ideal for gym wear with a sporty aesthetic. Made in cotton with colorblock finish.
3707,CityDrift Red Polo T-Shirt,CityDrift,Men,Adult,T-Shirts,Polo T-Shirt,Vacation,Casual,Minimal,Red,None,Monsoon,Cotton Blend,Oversized,Long Sleeve,Round Neck,Graphic Print,Embroidery,Curvy,"M,L,XL,XXL",1940,40,1160,Medium,4.5,664,147,0.06,100,100,No,No,Machine Wash,"adult,casual,cotton_blend,men,polo_t-shirt,red,t-shirts,vacation",https://example.com/images/3707.jpg,easy-to-style seasonal pick; ideal for vacation wear with a casual aesthetic. Made in cotton blend with graphic print finish.
3716,ThreadAura Navy Polo T-Shirt,ThreadAura,Men,Teen,T-Shirts,Polo T-Shirt,Travel,Minimal,Minimal,Navy,Gold,All Season,Polyester,Regular,Short Sleeve,Henley Neck,Colorblock,None,Curvy,"M,L,XL,XXL",1390,15,1180,Medium,4.1,1397,146,0.09,100,100,No,No,Gentle Wash,"men,minimal,navy,polo_t-shirt,polyester,t-shirts,teen,travel",https://example.com/images/3716.jpg,lightweight and breathable design; ideal for travel wear with a minimal aesthetic. Made in polyester with colorblock finish.
3717,FableFit Black Polo T-Shirt,FableFit,Men,Young Adult,T-Shirts,Polo T-Shirt,Travel,Sporty,Contemporary,Black,Green,Summer,Polyester,Slim,Short Sleeve,Collar Neck,Colorblock,Lace,Slim,"S,M,L",1800,10,1620,Medium,4.7,757,167,0.13,100,100,No,No,Gentle Wash,"black,men,polo_t-shirt,polyester,sporty,t-shirts,travel,young_adult",https://example.com/images/3717.jpg,occasion-ready statement piece; ideal for travel wear with a sporty aesthetic. Made in polyester with colorblock finish.
3718,ThreadAura Navy Polo T-Shirt,ThreadAura,Men,Young Adult,T-Shirts,Polo T-Shirt,Travel,Casual,Edgy,Navy,Gold,Monsoon,Polyester,Oversized,Sleeveless,Henley Neck,Colorblock,Ruffles,Slim,"28,30,32,34,36",1210,30,850,Low,3.8,33,8,0.11,88,98,No,Yes,Dry Clean,"casual,men,navy,polo_t-shirt,polyester,t-shirts,travel,young_adult",https://example.com/images/3718.jpg,comfortable fit with refined detailing; ideal for travel wear with a casual aesthetic. Made in polyester with colorblock finish.
3724,Velora Maroon Polo T-Shirt,Velora,Men,Adult,T-Shirts,Polo T-Shirt,Vacation,Streetwear,Minimal,Maroon,Silver,Autumn,Cotton Blend,Slim,Sleeveless,Round Neck,Striped,Ruffles,Curvy,"M,L,XL,XXL",1800,30,1260,Medium,4.0,1777,100,0.11,100,100,No,No,Dry Clean,"adult,cotton_blend,maroon,men,polo_t-shirt,streetwear,t-shirts,vacation",https://example.com/images/3724.jpg,lightweight and breathable design; ideal for vacation wear with a streetwear aesthetic. Made in cotton blend with striped finish.
3732,ThreadAura Mustard Polo T-Shirt,ThreadAura,Men,Teen,T-Shirts,Polo T-Shirt,Vacation,Streetwear,Statement,Mustard,Blue,All Season,Cotton Blend,Regular,Short Sleeve,Henley Neck,Graphic Print,Frill,Plus Size,"28,30,32,34,36",1760,40,1060,Medium,3.6,277,152,0.11,94,96,Yes,No,Machine Wash,"cotton_blend,men,mustard,polo_t-shirt,streetwear,t-shirts,teen,vacation",https://example.com/images/3732.jpg,easy-to-style seasonal pick; ideal for vacation wear with a streetwear aesthetic. Made in cotton blend with graphic print finish.
3735,ThreadAura Red Polo T-Shirt,ThreadAura,Men,Teen,T-Shirts,Polo T-Shirt,Travel,Minimal,Statement,Red,Green,Winter,Cotton Blend,Regular,Sleeveless,Henley Neck,Solid,Frill,Regular,"28,30,32,34,36",1260,0,1260,Medium,4.8,1992,172,0.04,100,99,Yes,Yes,Gentle Wash,"cotton_blend,men,minimal,polo_t-shirt,red,t-shirts,teen,travel",https://example.com/images/3735.jpg,fashion-forward look with versatile styling; ideal for travel wear with a minimal aesthetic. Made in cotton blend with solid finish.
3739,UrbanWeave Black Polo T-Shirt,UrbanWeave,Men,Adult,T-Shirts,Polo T-Shirt,College,Sporty,Playful,Black,None,Winter,Cotton Blend,Oversized,Short Sleeve,Round Neck,Solid,Ruffles,Athletic,"S,M,L,XL",1580,30,1110,Medium,4.0,1479,166,0.13,100,100,No,No,Machine Wash,"adult,black,college,cotton_blend,men,polo_t-shirt,sporty,t-shirts",https://example.com/images/3739.jpg,premium finish with modern silhouette; ideal for college wear with a sporty aesthetic. Made in cotton blend with solid finish.
3751,Eshine Brown Polo T-Shirt,Eshine,Men,Young Adult,T-Shirts,Polo T-Shirt,Vacation,Casual,Vintage,Brown,Grey,All Season,Polyester,Oversized,Long Sleeve,Collar Neck,Striped,Buttons,Plus Size,"28,30,32,34,36",1710,40,1030,Medium,4.0,1833,33,0.13,100,100,Yes,No,Gentle Wash,"brown,casual,men,polo_t-shirt,polyester,t-shirts,vacation,young_adult",https://example.com/images/3751.jpg,fashion-forward look with versatile styling; ideal for vacation wear with a casual aesthetic. Made in polyester with striped finish.
3754,VivaStyle Blue Polo T-Shirt,VivaStyle,Men,Adult,T-Shirts,Polo T-Shirt,Casual,Sporty,Statement,Blue,Pink,Summer,Cotton,Relaxed,Long Sleeve,Round Neck,Striped,Pleats,Athletic,"M,L,XL,XXL",1510,10,1360,Medium,4.2,1577,177,0.1,100,97,No,Yes,Machine Wash,"adult,blue,casual,cotton,men,polo_t-shirt,sporty,t-shirts",https://example.com/images/3754.jpg,premium finish with modern silhouette; ideal for casual wear with a sporty aesthetic. Made in cotton with striped finish.
3756,LuxeLane White Polo T-Shirt,LuxeLane,Men,Young Adult,T-Shirts,Polo T-Shirt,Gym,Streetwear,Edgy,White,Blue,Summer,Polyester,Regular,Sleeveless,Round Neck,Striped,Patchwork,Regular,"S,M,L,XL",2140,5,2030,Medium,4.2,678,78,0.09,100,100,No,No,Machine Wash,"gym,men,polo_t-shirt,polyester,streetwear,t-shirts,white,young_adult",https://example.com/images/3756.jpg,lightweight and breathable design; ideal for gym wear with a streetwear aesthetic. Made in polyester with striped finish.
3763,UrbanWeave Black Polo T-Shirt,UrbanWeave,Men,Teen,T-Shirts,Polo T-Shirt,Vacation,Streetwear,Vintage,Black,Grey,Summer,Cotton,Slim,Short Sleeve,Henley Neck,Striped,Patchwork,Slim,"S,M,L",1450,30,1020,Medium,4.1,1788,157,0.09,100,100,Yes,No,Gentle Wash,"black,cotton,men,polo_t-shirt,streetwear,t-shirts,teen,vacation",https://example.com/images/3763.jpg,easy-to-style seasonal pick; ideal for vacation wear with a streetwear aesthetic. Made in cotton with striped finish.
3771,FableFit Orange Polo T-Shirt,FableFit,Men,Adult,T-Shirts,Polo T-Shirt,Vacation,Minimal,Elegant,Orange,White,Spring,Cotton,Oversized,Sleeveless,Henley Neck,Colorblock,Pleats,Slim,"S,M,L,XL",1840,35,1200,Medium,4.3,324,56,0.14,100,100,Yes,No,Dry Clean,"adult,cotton,men,minimal,orange,polo_t-shirt,t-shirts,vacation",https://example.com/images/3771.jpg,premium finish with modern silhouette; ideal for vacation wear with a minimal aesthetic. Made in cotton with colorblock finish.
3774,VivaStyle Navy Polo T-Shirt,VivaStyle,Men,Teen,T-Shirts,Polo T-Shirt,Gym,Minimal,Statement,Navy,Green,All Season,Cotton,Oversized,Short Sleeve,Round Neck,Colorblock,Buttons,Athletic,"S,M,L",1520,35,990,Low,3.6,1475,43,0.07,100,100,Yes,No,Hand Wash,"cotton,gym,men,minimal,navy,polo_t-shirt,t-shirts,teen",https://example.com/images/3774.jpg,comfortable fit with refined detailing; ideal for gym wear with a minimal aesthetic. Made in cotton with colorblock finish.
3778,FableFit Purple Polo T-Shirt,FableFit,Men,Teen,T-Shirts,Polo T-Shirt,Travel,Streetwear,Elegant,Purple,Beige,Monsoon,Cotton Blend,Slim,Short Sleeve,Henley Neck,Striped,None,Regular,"28,30,32,34,36",430,20,340,Low,4.0,1912,166,0.05,100,100,Yes,No,Machine Wash,"cotton_blend,men,polo_t-shirt,purple,streetwear,t-shirts,teen,travel",https://example.com/images/3778.jpg,lightweight and breathable design; ideal for travel wear with a streetwear aesthetic. Made in cotton blend with striped finish.
3783,MintMode Red Polo T-Shirt,MintMode,Men,Teen,T-Shirts,Polo T-Shirt,Casual,Sporty,Elegant,Red,Green,Monsoon,Cotton,Regular,Sleeveless,Henley Neck,Colorblock,Embroidery,Athletic,"28,30,32,34,36",1960,35,1270,Medium,4.3,1206,91,0.09,100,95,No,No,Hand Wash,"casual,cotton,men,polo_t-shirt,red,sporty,t-shirts,teen",https://example.com/images/3783.jpg,trend-led wardrobe staple; ideal for casual wear with a sporty aesthetic. Made in cotton with colorblock finish.
3789,ThreadAura White Polo T-Shirt,ThreadAura,Men,Young Adult,T-Shirts,Polo T-Shirt,Vacation,Minimal,Statement,White,Green,All Season,Polyester,Regular,Long Sleeve,Round Neck,Colorblock,Lace,Curvy,"28,30,32,34,36",1240,10,1120,Medium,4.6,1762,96,0.07,100,100,No,No,Machine Wash,"men,minimal,polo_t-shirt,polyester,t-shirts,vacation,white,young_adult",https://example.com/images/3789.jpg,easy-to-style seasonal pick; ideal for vacation wear with a minimal aesthetic. Made in polyester with colorblock finish.
3793,Eshine Black Polo T-Shirt,Eshine,Men,Adult,T-Shirts,Polo T-Shirt,College,Streetwear,Contemporary,Black,Black,Summer,Cotton Blend,Relaxed,Short Sleeve,Henley Neck,Striped,Embroidery,Athletic,"M,L,XL,XXL",1200,20,960,Low,4.6,1259,165,0.1,100,100,No,Yes,Machine Wash,"adult,black,college,cotton_blend,men,polo_t-shirt,streetwear,t-shirts",https://example.com/images/3793.jpg,trend-led wardrobe staple; ideal for college wear with a streetwear aesthetic. Made in cotton blend with striped finish.
3796,Velora Pink Polo T-Shirt,Velora,Men,Adult,T-Shirts,Polo T-Shirt,Casual,Sporty,Playful,Pink,Black,All Season,Cotton,Regular,Long Sleeve,Collar Neck,Striped,None,Plus Size,"28,30,32,34,36",770,40,460,Low,4.8,1525,83,0.13,100,100,No,Yes,Dry Clean,"adult,casual,cotton,men,pink,polo_t-shirt,sporty,t-shirts",https://example.com/images/3796.jpg,occasion-ready statement piece; ideal for casual wear with a sporty aesthetic. Made in cotton with striped finish.
